Experiment Name:,Exp_20200528_1

Tube Name:,Record Time:,Volume(μL):,All Events  Events/μL(V),HB Events/μL(V),Time Events/μL(V),Cells Events/μL(V),P2 Events/μL(V),P3 Events/μL(V),P1 Events/μL(V),Bac Events/μL(V),All Events ,HB Events,Time Events,Cells Events,P2 Events,P3 Events,P1 Events,Bac Events,All Events  % Parent,HB % Parent,Time % Parent,Cells % Parent,P2 % Parent,P3 % Parent,P1 % Parent,Bac % Parent,All Events  % Total,HB % Total,Time % Total,Cells % Total,P2 % Total,P3 % Total,P1 % Total,Bac % Total,All Events  Mean FSC-H,HB Mean FSC-H,Time Mean FSC-H,Cells Mean FSC-H,P2 Mean FSC-H,P3 Mean FSC-H,P1 Mean FSC-H,Bac Mean FSC-H,All Events  Mean BL525-H,HB Mean BL525-H,Time Mean BL525-H,Cells Mean BL525-H,P2 Mean BL525-H,P3 Mean BL525-H,P1 Mean BL525-H,Bac Mean BL525-H,All Events  Mean BL690-H,HB Mean BL690-H,Time Mean BL690-H,Cells Mean BL690-H,P2 Mean BL690-H,P3 Mean BL690-H,P1 Mean BL690-H,Bac Mean BL690-H,All Events  rSD BL525-H,HB rSD BL525-H,Time rSD BL525-H,Cells rSD BL525-H,P2 rSD BL525-H,P3 rSD BL525-H,P1 rSD BL525-H,Bac rSD BL525-H
E11 L_T5_R2_1(1),2020-05-28 16:03:57,30.0,320.11,132.77,319.70,300.28,319.74,4.57,1.67,144.94,9603,3983,9268,9008,9592,137,50,4348,100.00%,91.61%,96.51%,97.19%,99.89%,3.15%,1.15%,48.27%,100.00%,41.48%,96.51%,93.80%,99.89%,1.43%,0.52%,45.28%,3195.7,2628.2,2562.5,2592.9,3009.2,3096.8,3634.1,2677.6,100989.6,112504.5,93375.6,95258.8,97885.4,40613.0,173417.0,109202.1,5000.6,3175.6,4117.6,4211.7,4614.8,3786.7,57209.9,4069.8,46699.4,59367.5,46404.0,46881.4,46639.3,20962.8,39395.4,59229.9
E12 L_T6_R1_1(1),2020-05-28 16:05:18,30.0,376.28,151.40,382.28,358.04,375.88,6.03,2.63,166.47,11286,4541,11082,10739,11274,181,79,4993,100.00%,90.95%,98.19%,96.90%,99.89%,3.63%,1.58%,46.49%,100.00%,40.24%,98.19%,95.15%,99.89%,1.60%,0.70%,44.24%,2942.9,2502.5,2360.6,2393.5,2811.2,3008.7,3735.3,2549.7,78224.0,80433.4,72368.8,73661.4,75057.4,39558.3,174606.5,79783.7,3989.0,2389.9,3273.5,3344.8,3653.6,3886.2,60031.9,3466.6,40997.0,44956.6,40766.7,40896.9,40977.6,16479.4,44400.6,46335.4
F1 blank(1),2020-05-28 16:06:41,30.0,12.07,3.30,10.28,9.70,12.00,0.40,0.03,4.87,362,99,298,291,360,12,1,146,100.00%,67.81%,82.32%,97.65%,99.45%,8.22%,0.68%,50.17%,100.00%,27.35%,82.32%,80.39%,99.45%,3.31%,0.28%,40.33%,24999.8,2914.8,3469.6,3496.4,12287.0,2489.2,1695.2,3031.3,102429.6,148399.3,105341.3,107391.4,100533.9,19720.5,215080.4,116652.1,11202.9,4233.1,5881.5,6006.5,9001.7,2428.4,53761.6,5754.4,46434.8,119091.6,52650.9,52472.0,45974.5,7459.1,0.0,61936.4
F2 blank(1),2020-05-28 16:08:03,30.0,6.83,1.80,6.04,5.77,6.77,0.40,0.13,3.20,205,54,175,173,203,12,4,96,100.00%,56.25%,85.37%,98.86%,99.02%,12.50%,4.17%,55.49%,100.00%,26.34%,85.37%,84.39%,99.02%,5.85%,1.95%,46.83%,9307.2,3276.2,4157.9,4189.0,9375.5,3567.0,4647.3,3495.2,79753.5,129706.3,85491.9,86317.1,79394.6,43585.7,148701.2,100359.0,11866.5,4128.4,7969.6,8055.6,11958.8,4790.9,17253.1,6645.8,29380.2,114379.8,32437.4,32922.9,29380.2,24011.7,25840.1,56641.0
F3 L_T2_R1_1(1),2020-05-28 16:09:25,30.0,162.10,71.81,158.99,148.80,162.06,3.90,0.87,80.82,4862,2154,4609,4463,4861,117,26,2424,100.00%,88.86%,94.80%,96.83%,99.98%,4.83%,1.07%,54.31%,100.00%,44.30%,94.80%,91.79%,99.98%,2.41%,0.53%,49.86%,3803.5,2927.6,2989.7,3036.4,3684.8,3235.2,3900.1,2972.0,125236.3,157671.9,119631.3,122691.0,125250.5,29480.0,194145.9,145849.9,5404.0,4153.7,4705.5,4832.1,5390.7,2772.3,69523.8,4821.4,51202.9,81843.3,50978.3,52989.6,51177.3,8160.8,49239.7,77606.6
01-Well-F4(1),2020-05-28 16:10:46,30.0,132.85,51.14,130.01,121.55,132.71,2.27,0.93,57.94,3985,1534,3769,3646,3981,68,28,1738,100.00%,88.26%,94.58%,96.74%,99.90%,3.91%,1.61%,47.67%,100.00%,38.49%,94.58%,91.49%,99.90%,1.71%,0.70%,43.61%,4222.2,3081.7,3085.3,3132.8,3959.1,3127.7,3597.0,3084.5,80230.8,87945.4,71423.4,72884.1,78001.0,21289.7,164866.9,82944.1,5422.3,2545.2,3562.3,3653.6,4517.6,2332.2,64994.8,3646.7,31341.0,42745.1,30802.9,31390.0,31283.5,5895.3,23125.8,40963.2
01-Well-F5(1),2020-05-28 16:12:08,30.0,252.07,105.90,252.33,237.00,251.90,5.63,1.83,119.23,7562,3177,7315,7110,7557,169,55,3577,100.00%,88.82%,96.73%,97.20%,99.93%,4.72%,1.54%,50.31%,100.00%,42.01%,96.73%,94.02%,99.93%,2.23%,0.73%,47.30%,3657.7,2785.9,2775.9,2816.1,3445.3,3240.6,3961.2,2824.8,101644.6,128703.1,96405.9,98453.7,100171.5,34957.4,165387.4,121041.7,5716.8,3438.4,4692.9,4805.3,5389.5,3363.3,72617.0,4607.5,44152.5,59910.2,43390.8,44217.4,44100.8,15217.3,30676.8,58654.0
01-Well-F6(1),2020-05-28 16:13:29,30.0,172.87,70.80,173.79,162.40,172.67,2.83,1.53,78.57,5186,2124,5038,4872,5180,85,46,2357,100.00%,90.11%,97.15%,96.71%,99.88%,3.61%,1.95%,48.38%,100.00%,40.96%,97.15%,93.95%,99.88%,1.64%,0.89%,45.45%,3114.8,2769.9,2728.7,2762.0,3011.4,2915.2,3629.4,2794.3,81688.3,91636.0,74664.7,76424.9,76719.5,31045.9,163545.1,88660.0,4256.8,2621.5,3655.2,3754.3,3946.4,3047.8,69539.5,4012.2,36882.1,46801.8,36457.2,37473.3,36788.5,8588.0,26473.2,47777.4
01-Well-F7(1),2020-05-28 16:14:51,30.0,260.30,104.10,261.72,244.23,260.13,4.97,1.93,116.33,7809,3123,7587,7327,7804,149,58,3490,100.00%,89.48%,97.16%,96.57%,99.94%,4.27%,1.66%,47.63%,100.00%,39.99%,97.16%,93.83%,99.94%,1.91%,0.74%,44.69%,3592.4,2580.1,2585.8,2623.7,3243.3,3022.8,3716.6,2639.1,85948.6,97411.0,79797.1,81631.2,83199.6,38971.7,162040.8,94001.2,5940.0,2743.0,3837.7,3941.0,4636.0,3784.2,63905.6,3969.3,41443.4,48629.1,41206.3,41703.9,41441.3,13028.9,34984.5,49642.6
01-Well-F8(1),2020-05-28 16:16:12,30.0,261.58,103.57,255.89,240.05,261.45,5.23,1.70,115.87,7847,3107,7418,7201,7843,157,51,3476,100.00%,89.38%,94.53%,97.07%,99.95%,4.52%,1.47%,48.27%,100.00%,39.59%,94.53%,91.77%,99.95%,2.00%,0.65%,44.30%,3041.6,2553.8,2445.9,2478.4,2918.7,3077.4,3918.4,2625.0,79147.3,89944.4,75749.1,77074.6,79158.7,36917.2,175346.2,87195.5,4359.6,2605.7,3636.9,3716.4,4341.0,3685.6,73777.6,3859.2,40280.5,46241.8,39990.1,40349.7,40280.8,13965.2,56512.4,46819.6
01-Well-F9(1),2020-05-28 16:17:33,30.0,6.47,1.93,6.07,5.83,6.47,0.20,0.07,2.67,194,58,176,175,194,6,2,80,100.00%,72.50%,90.72%,99.43%,100.00%,7.50%,2.50%,45.71%,100.00%,29.90%,90.72%,90.21%,100.00%,3.09%,1.03%,41.24%,7898.5,2696.2,4275.0,4293.0,7898.5,2480.2,7684.5,2907.7,90581.5,125054.0,92663.4,93124.3,90581.5,42031.4,216182.8,127070.5,13442.9,3549.5,7811.3,7853.4,13442.9,4881.4,50135.7,6345.7,43688.4,88207.0,44995.6,45156.0,43688.4,11835.7,44489.9,102979.2
01-Well-F10(1),2020-05-28 16:18:55,30.0,362.80,152.53,355.51,334.13,362.27,5.73,2.00,166.93,10884,4576,10306,10024,10868,172,60,5008,100.00%,91.37%,94.69%,97.26%,99.85%,3.43%,1.20%,49.96%,100.00%,42.04%,94.69%,92.10%,99.85%,1.58%,0.55%,46.01%,3943.1,2573.1,2475.0,2502.1,3097.3,3010.9,3566.0,2607.9,103610.1,118056.1,97311.3,99146.7,99832.8,38858.8,158500.8,113358.8,5114.6,3180.1,3582.5,3652.5,4227.0,3730.8,46002.4,3833.9,52354.1,67937.1,51841.0,52775.5,52252.8,17581.9,39280.2,66644.6
01-Well-F11(1),2020-05-28 16:20:16,30.0,280.23,114.50,275.55,258.77,280.00,3.90,2.07,125.27,8407,3435,7988,7763,8400,117,62,3758,100.00%,91.41%,95.02%,97.18%,99.92%,3.11%,1.65%,48.41%,100.00%,40.86%,95.02%,92.34%,99.92%,1.39%,0.74%,44.70%,2717.4,2512.7,2417.5,2445.2,2677.3,2966.1,3551.0,2558.7,91620.3,105678.1,88215.3,89993.6,89075.4,36965.9,172163.0,103427.8,4280.9,2969.2,3713.8,3795.7,4065.1,3590.4,62462.0,4188.5,45097.0,56850.8,44970.3,45448.1,44942.3,13189.1,40820.1,58250.8
01-Well-F12(1),2020-05-28 16:21:37,30.0,332.40,132.40,338.85,317.37,332.17,6.23,2.87,148.10,9972,3972,9823,9521,9965,187,86,4443,100.00%,89.40%,98.51%,96.93%,99.93%,4.21%,1.94%,46.67%,100.00%,39.83%,98.51%,95.48%,99.93%,1.88%,0.86%,44.55%,2806.3,2514.9,2425.4,2454.8,2757.4,3091.7,3670.8,2580.1,76532.7,83538.0,73243.2,74693.6,74940.3,37909.3,169216.3,82276.0,4217.3,2476.3,3669.8,3756.8,3997.9,3698.5,61186.3,3892.7,42114.7,47250.2,41970.9,42176.6,42105.8,16920.9,37801.4,49046.2
01-Well-G1(1),2020-05-28 16:23:01,30.0,443.98,172.70,439.16,409.08,443.64,7.37,2.90,190.64,13319,5181,12731,12272,13309,221,87,5719,100.00%,90.59%,95.59%,96.39%,99.92%,3.86%,1.52%,46.60%,100.00%,38.90%,95.59%,92.14%,99.92%,1.66%,0.65%,42.94%,2876.9,2524.7,2403.8,2443.4,2744.0,3160.1,3911.2,2589.5,73012.4,77581.5,68455.5,69898.3,70554.0,34276.8,167482.6,76841.3,4585.2,2309.6,3329.5,3418.1,3859.4,3380.0,70619.6,3580.8,38489.9,41363.6,38294.1,38508.1,38456.1,13511.7,34264.4,42531.5
01-Well-G2(1),2020-05-28 16:24:23,30.0,556.98,253.04,567.00,533.08,556.38,21.00,3.33,284.31,16709,7591,16437,15992,16691,630,100,8529,100.00%,89.00%,98.37%,97.29%,99.89%,7.39%,1.17%,53.33%,100.00%,45.43%,98.37%,95.71%,99.89%,3.77%,0.60%,51.04%,3018.5,2774.2,2632.6,2674.7,2963.3,2981.3,3997.7,2818.0,151986.4,192308.1,147969.3,150835.9,150863.6,24360.3,192229.9,176807.8,5607.5,4693.1,4725.6,4821.1,5470.2,2655.0,62775.3,5285.1,113367.3,142719.7,112841.1,118378.0,112950.4,8778.0,47775.7,156779.5
01-Well-G3(1),2020-05-28 16:25:44,30.0,575.40,262.23,566.07,533.97,574.90,18.53,3.97,292.43,17262,7867,16410,16019,17247,556,119,8773,100.00%,89.67%,95.06%,97.62%,99.91%,6.34%,1.36%,54.77%,100.00%,45.57%,95.06%,92.80%,99.91%,3.22%,0.69%,50.82%,3140.0,2783.7,2632.4,2664.5,3095.6,2978.1,3958.9,2829.8,142722.7,178594.3,137665.9,140097.2,141574.8,24166.8,184016.0,165477.8,5510.8,4407.3,4631.7,4717.6,5306.2,2582.9,58244.3,5085.4,81271.2,160379.8,80961.7,84045.6,81094.5,7239.8,54564.4,142393.7
01-Well-G4(1),2020-05-28 16:27:05,30.0,722.57,376.50,721.44,686.77,721.31,35.30,3.40,423.34,21677,11295,20914,20603,21639,1059,102,12700,100.00%,88.94%,96.48%,98.51%,99.82%,8.34%,0.80%,61.64%,100.00%,52.11%,96.48%,95.05%,99.82%,4.89%,0.47%,58.59%,3343.7,2888.1,2785.5,2807.6,3190.2,2980.8,3964.5,2919.0,182175.7,221993.5,177829.1,179971.6,180996.0,24381.1,180385.2,202028.0,6148.7,5427.0,5355.8,5419.7,5873.5,2728.0,54983.8,5642.2,171555.2,112885.3,170753.5,169673.2,171397.0,8753.7,35311.3,143059.5
01-Well-G5(1),2020-05-28 16:28:27,30.0,624.57,323.20,633.41,603.00,623.50,21.43,2.97,353.40,18737,9696,18362,18090,18705,643,89,10602,100.00%,91.45%,98.00%,98.52%,99.83%,6.06%,0.84%,58.61%,100.00%,51.75%,98.00%,96.55%,99.83%,3.43%,0.47%,56.58%,3258.0,2784.9,2708.0,2729.8,3074.5,3129.4,3992.6,2825.4,171454.2,203757.7,164282.7,166267.9,169038.6,24255.5,182417.1,190105.4,6261.0,4983.5,4866.4,4924.0,5798.9,2786.1,60094.4,5332.2,152231.0,122641.4,151360.2,154485.2,151716.4,8369.3,52298.3,140566.7
01-Well-G6(1),2020-05-28 16:29:48,30.0,1009.15,543.41,999.88,953.45,1005.42,40.17,3.43,594.41,30274,16302,28986,28603,30162,1205,103,17832,100.00%,91.42%,95.75%,98.68%,99.63%,6.76%,0.58%,62.34%,100.00%,53.85%,95.75%,94.48%,99.63%,3.98%,0.34%,58.90%,3558.7,2905.3,2806.9,2829.1,3144.2,3282.7,4082.8,2951.0,209056.0,233473.9,196620.5,198577.0,202900.5,25748.2,186617.8,217031.4,6912.5,5729.8,5693.6,5750.6,6310.4,3542.2,51314.9,5897.8,145489.7,86538.5,143713.2,140542.6,145435.7,9419.3,38749.4,102605.8
01-Well-G7(1),2020-05-28 16:31:10,30.0,631.49,362.01,646.89,618.76,630.56,21.43,2.47,391.21,18944,10860,18753,18562,18916,643,74,11736,100.00%,92.54%,98.99%,98.98%,99.85%,5.48%,0.63%,63.23%,100.00%,57.33%,98.99%,97.98%,99.85%,3.39%,0.39%,61.95%,3172.7,2821.9,2703.0,2718.2,3018.3,2867.3,4019.0,2837.2,194042.1,227754.3,189856.8,191432.1,192886.8,23405.8,208607.2,214233.8,6117.6,5502.3,5348.1,5392.1,5966.9,2725.1,67431.4,5770.2,149571.4,90860.1,148720.6,146656.5,149638.7,7292.5,47891.7,105201.1
01-Well-G8(1),2020-05-28 16:32:31,30.0,1342.07,778.14,1326.56,1270.37,1337.00,47.97,2.67,839.44,40262,23344,38456,38111,40110,1439,80,25183,100.00%,92.70%,95.51%,99.10%,99.62%,5.71%,0.32%,66.08%,100.00%,57.98%,95.51%,94.66%,99.62%,3.57%,0.20%,62.55%,3325.5,3072.9,2970.1,2987.8,3253.1,3381.7,3981.1,3102.5,222007.3,243658.7,216391.7,217726.0,219981.1,26994.9,183158.2,228747.8,6303.2,5870.7,5719.2,5754.6,6151.7,2975.1,62907.1,5896.4,107704.1,80975.6,106593.4,104882.3,107812.9,9740.4,41911.5,89613.8
01-Well-G9(1),2020-05-28 16:33:53,30.0,1690.83,1032.17,1709.08,1639.57,1681.70,58.70,3.97,1105.97,50725,30965,49545,49187,50451,1761,119,33179,100.00%,93.33%,97.67%,99.28%,99.46%,5.31%,0.36%,67.45%,100.00%,61.04%,97.67%,96.97%,99.46%,3.47%,0.23%,65.41%,3242.5,3012.1,2915.2,2928.9,3141.9,3168.3,4074.2,3030.4,232457.8,249486.4,224403.5,225566.0,229041.5,26423.1,184512.1,235515.1,6518.8,6025.0,5904.5,5934.8,6225.2,2950.8,58470.6,6049.7,97519.1,75614.5,96546.9,95462.5,97536.3,9644.9,52611.8,83242.9
01-Well-G10(1),2020-05-28 16:35:14,30.2,530.98,304.33,540.89,515.84,530.19,8.22,2.12,323.15,16029,9187,15778,15572,16005,248,64,9755,100.00%,94.18%,98.43%,98.69%,99.85%,2.54%,0.66%,62.64%,100.00%,57.31%,98.43%,97.15%,99.85%,1.55%,0.40%,60.86%,3935.2,2885.9,2922.5,2943.8,3639.5,3405.9,3883.0,2927.1,202802.4,220533.9,196234.7,197659.8,199557.4,42372.0,191628.7,212405.9,7686.1,5298.9,5584.0,5627.4,6995.4,3847.8,56204.0,5703.5,142428.6,156689.9,141779.8,143068.5,142050.4,16776.3,54125.9,157384.8
01-Well-G11(1),2020-05-28 16:36:35,30.0,2706.79,1626.48,2676.23,2570.09,2679.89,102.40,3.87,1747.32,81203,48794,77582,77102,80396,3072,116,52419,100.00%,93.08%,95.54%,99.38%,99.01%,5.86%,0.22%,67.99%,100.00%,60.09%,95.54%,94.95%,99.01%,3.78%,0.14%,64.55%,3481.4,3206.0,3110.7,3125.1,3329.1,3354.1,4303.1,3222.8,255623.5,265915.0,245975.3,246962.3,251194.9,28540.8,195138.3,250214.8,7177.8,6439.3,6366.5,6391.9,6758.1,3335.3,60029.4,6372.3,83064.7,66690.3,82082.4,81518.9,83176.5,10588.4,52609.4,73624.4
01-Well-G12(1),2020-05-28 16:37:56,30.0,381.88,138.50,373.90,351.31,381.25,17.87,3.40,172.24,11456,4155,10839,10539,11437,536,102,5167,100.00%,80.41%,94.61%,97.23%,99.83%,10.37%,1.97%,49.03%,100.00%,36.27%,94.61%,92.00%,99.83%,4.68%,0.89%,45.10%,3798.7,2598.0,2755.5,2794.2,3581.7,3643.7,3997.3,2791.7,84570.1,84241.5,72341.9,73554.2,80294.1,32047.5,173492.2,78672.5,5724.5,2525.2,3775.7,3854.4,5268.2,3453.2,58924.4,3965.4,39566.1,45777.6,39012.8,39480.4,39450.5,12831.3,40540.0,44860.8
01-Well-H1(1),2020-05-28 16:39:33,30.0,491.51,192.85,488.25,455.67,491.17,7.07,3.03,210.25,14744,5785,14154,13669,14734,212,91,6307,100.00%,91.72%,96.00%,96.57%,99.93%,3.36%,1.44%,46.14%,100.00%,39.24%,96.00%,92.71%,99.93%,1.44%,0.62%,42.78%,3014.5,2589.1,2432.0,2469.2,2730.5,3085.6,3646.4,2634.6,71020.2,75890.7,68304.2,69662.5,69683.7,35303.8,157594.8,75194.6,3263.4,2209.5,2879.9,2948.5,3168.5,3502.6,58833.6,3183.0,37632.2,41225.0,37357.1,37615.3,37608.4,11546.1,30703.9,42448.6
01-Well-H2(1),2020-05-28 16:41:02,30.0,635.16,310.81,624.78,593.76,634.63,20.37,2.77,340.48,19054,9324,18112,17812,19038,611,83,10214,100.00%,91.29%,95.06%,98.34%,99.92%,5.98%,0.81%,57.34%,100.00%,48.93%,95.06%,93.48%,99.92%,3.21%,0.44%,53.61%,3123.2,2837.8,2674.5,2694.8,2977.6,3047.5,3736.4,2869.3,154592.3,190144.1,149499.4,151420.0,153020.4,24315.4,179210.5,177546.0,5081.3,4635.8,4550.6,4609.3,5017.1,2654.5,51650.1,4944.6,116562.8,145900.5,116294.4,119799.5,116399.1,7029.7,40414.2,156196.2
01-Well-H3(1),2020-05-28 16:42:23,30.0,466.48,218.49,478.25,451.31,465.91,20.57,2.73,248.36,13993,6554,13864,13538,13976,617,82,7450,100.00%,87.97%,99.08%,97.65%,99.88%,8.28%,1.10%,55.03%,100.00%,46.84%,99.08%,96.75%,99.88%,4.41%,0.59%,53.24%,3234.5,2776.9,2604.9,2633.6,3024.0,2844.5,3851.6,2811.1,140012.8,178926.4,134841.0,137284.9,137759.4,23255.0,193461.7,162896.3,5286.1,4449.2,4366.4,4447.5,5007.4,2481.3,62302.4,4976.2,80497.3,159279.7,79966.5,83888.5,80407.4,7433.3,44941.8,140289.8
01-Well-H4(1),2020-05-28 16:43:45,30.0,755.97,391.77,743.76,707.40,754.44,29.23,3.10,432.83,22679,11753,21561,21222,22633,877,93,12985,100.00%,90.51%,95.07%,98.43%,99.80%,6.75%,0.72%,61.19%,100.00%,51.82%,95.07%,93.58%,99.80%,3.87%,0.41%,57.26%,3280.1,2880.5,2755.9,2782.5,3154.7,3115.4,3840.6,2915.9,184667.7,220224.8,177860.9,179992.8,181591.7,24404.4,196445.1,203479.7,6387.9,5386.7,5243.4,5307.4,5876.1,2658.5,64126.8,5680.9,166740.1,109540.3,165971.3,164158.9,166474.0,7899.6,61330.1,133472.6
01-Well-H5(1),2020-05-28 16:45:06,30.0,621.10,321.07,627.51,596.73,619.90,25.33,3.17,355.83,18633,9632,18191,17902,18597,760,95,10675,100.00%,90.23%,97.63%,98.41%,99.81%,7.12%,0.89%,59.63%,100.00%,51.69%,97.63%,96.08%,99.81%,4.08%,0.51%,57.29%,3187.1,2767.8,2675.1,2694.8,3021.1,3092.6,4063.4,2812.5,175029.4,208801.0,167431.3,169519.5,171581.2,26231.0,194574.3,193065.9,5794.0,5140.7,5086.3,5150.5,5600.2,3123.5,60242.3,5522.3,155492.3,125541.9,154970.0,157850.1,155214.6,9021.8,52260.9,146517.4
01-Well-H6(1),2020-05-28 16:46:27,30.0,853.67,473.10,866.08,828.07,851.40,32.30,2.93,516.17,25610,14193,25107,24842,25542,969,88,15485,100.00%,91.66%,98.04%,98.94%,99.73%,6.26%,0.57%,62.33%,100.00%,55.42%,98.04%,97.00%,99.73%,3.78%,0.34%,60.46%,3238.0,2903.7,2773.4,2789.5,3056.0,3194.8,4193.1,2936.9,204215.5,226682.2,194816.3,196418.7,199182.2,26358.0,197540.8,211476.9,6470.1,5501.0,5483.6,5528.1,5996.4,3271.2,60155.1,5701.5,142156.2,87799.6,141256.5,138957.0,142106.8,9543.9,49058.8,103472.0
01-Well-H7(1),2020-05-28 16:47:49,30.0,884.49,467.51,865.42,823.73,882.63,28.93,2.93,506.58,26534,14025,25088,24711,26478,868,88,15197,100.00%,92.29%,94.55%,98.50%,99.79%,5.71%,0.58%,61.50%,100.00%,52.86%,94.55%,93.13%,99.79%,3.27%,0.33%,57.27%,3226.0,2905.7,2788.2,2813.3,3100.0,3168.0,4005.5,2940.6,198880.8,225352.5,192604.8,194819.9,196551.4,25190.7,189537.8,211328.0,6358.4,5483.6,5427.4,5489.6,5964.3,2791.9,65105.1,5712.3,148934.6,95570.6,148085.1,145020.2,149032.7,8090.8,50514.0,112396.2
01-Well-H8(1),2020-05-28 16:49:11,30.0,1256.08,727.31,1282.75,1230.61,1251.11,58.63,3.67,799.54,37682,21819,37186,36918,37533,1759,110,23986,100.00%,90.97%,98.68%,99.28%,99.60%,7.33%,0.46%,64.97%,100.00%,57.90%,98.68%,97.97%,99.60%,4.67%,0.29%,63.65%,3348.8,3017.9,2954.1,2967.2,3242.2,3298.4,4193.7,3052.7,224668.4,242909.6,215679.5,216834.6,221672.9,27612.3,189559.5,224678.9,6700.4,5881.8,5895.1,5926.7,6369.3,3051.2,53679.9,5902.7,113149.7,80625.4,112088.1,110695.2,113343.9,10578.6,53189.1,92667.3
01-Well-H9(1),2020-05-28 16:50:32,30.0,452.83,257.50,443.23,422.40,452.23,3.50,1.47,266.60,13585,7725,12849,12672,13567,105,44,7998,100.00%,96.59%,94.58%,98.62%,99.87%,1.31%,0.55%,63.12%,100.00%,56.86%,94.58%,93.28%,99.87%,0.77%,0.32%,58.87%,4145.8,2906.5,3004.4,3033.2,3752.9,4046.3,4175.0,2943.5,214106.2,221802.1,206532.4,207705.5,210369.2,53398.0,195569.2,217581.5,8818.2,5256.7,5785.9,5825.0,7544.7,5625.8,69905.2,5665.2,141172.5,142556.1,139940.1,139894.0,141009.0,22345.7,81905.9,143154.7
01-Well-H10(1),2020-05-28 16:51:54,30.0,1369.17,799.37,1406.35,1348.23,1363.13,100.00,2.03,915.20,41075,23981,40769,40447,40894,3000,61,27456,100.00%,87.34%,99.26%,99.21%,99.56%,10.93%,0.22%,67.88%,100.00%,58.38%,99.26%,98.47%,99.56%,7.30%,0.15%,66.84%,3258.1,3009.9,2896.9,2912.8,3126.7,2853.9,3703.0,2998.1,241961.9,269434.7,231293.6,232693.5,237490.2,25338.9,195788.8,239337.2,6872.2,6556.9,6179.5,6215.3,6555.5,2669.7,59612.8,6225.8,153879.8,94062.2,152011.0,149670.3,154120.4,7561.9,46888.8,119463.8
01-Well-H11(1),2020-05-28 16:53:15,30.0,2485.11,1539.41,2461.39,2365.81,2462.81,76.33,3.60,1631.64,74553,46182,71354,70974,73884,2290,108,48949,100.00%,94.35%,95.71%,99.47%,99.10%,4.68%,0.22%,68.97%,100.00%,61.95%,95.71%,95.20%,99.10%,3.07%,0.14%,65.66%,3403.4,3133.2,3038.4,3049.7,3191.3,3163.1,4025.4,3140.0,260195.2,268117.3,250866.4,251736.4,254818.9,27218.9,192655.4,255100.1,7402.9,6514.5,6491.3,6513.3,6770.5,3233.1,68208.1,6490.3,80400.7,66700.5,79799.7,79326.1,80461.6,9430.2,49685.7,72153.1
01-Well-H12(1),2020-05-28 16:54:36,30.0,391.20,140.58,379.52,355.93,390.74,18.10,3.27,172.65,11735,4217,11002,10677,11721,543,98,5179,100.00%,81.42%,93.75%,97.05%,99.88%,10.48%,1.89%,48.51%,100.00%,35.94%,93.75%,90.98%,99.88%,4.63%,0.84%,44.13%,4069.8,2631.8,2831.2,2869.3,3716.4,3517.1,3966.4,2814.7,85899.8,90066.0,74886.1,76296.0,82758.8,30998.2,163814.7,83641.3,6238.0,2674.6,3842.4,3932.2,4986.9,3424.9,55924.4,4022.1,41923.3,48864.6,40913.7,41777.0,41858.2,11895.9,40354.1,47435.5
03-A1 ddH2O,2020-05-28 17:03:11,30.0,24.20,8.43,22.59,21.63,24.13,2.37,0.03,11.93,726,253,655,649,724,71,1,358,100.00%,70.67%,90.22%,99.08%,99.72%,19.83%,0.28%,55.16%,100.00%,34.85%,90.22%,89.39%,99.72%,9.78%,0.14%,49.31%,3631.6,2903.6,3063.7,3077.7,3624.3,3060.3,2869.6,2943.7,103616.6,156885.4,103609.7,104374.5,103419.1,22466.7,150954.4,117985.0,4908.1,4775.7,4187.5,4219.1,4907.9,3412.5,13493.0,4404.8,58194.9,133257.1,54998.7,56650.4,57250.7,6450.2,0.0,72316.4
03-A2 0.2um beads,2020-05-28 17:06:14,30.0,42.77,14.97,42.08,40.47,42.73,2.00,0.00,20.23,1283,449,1220,1214,1282,60,0,607,100.00%,73.97%,95.09%,99.51%,99.92%,9.88%,0.00%,50.00%,100.00%,35.00%,95.09%,94.62%,99.92%,4.68%,0.00%,47.31%,3810.3,2491.9,2348.6,2356.6,3811.3,2942.8,####,2529.7,68178.9,74162.8,66796.9,66900.2,68190.1,18160.6,####,69148.0,1675.7,1421.3,1405.4,1409.5,1676.5,2984.6,####,1623.7,7979.6,7190.5,7827.2,7862.2,8007.7,6074.6,####,8815.5
03 A3 1.0um beads,2020-05-28 17:09:05,30.0,69.54,3.90,68.74,66.03,47.69,2.03,0.00,6.84,2085,117,1992,1980,1430,61,0,205,100.00%,57.07%,95.54%,99.40%,68.59%,29.76%,0.00%,10.35%,100.00%,5.61%,95.54%,94.96%,68.59%,2.93%,0.00%,9.83%,15964.8,2908.8,14998.9,15077.8,6228.1,2980.2,####,3007.7,2453355.0,131445.7,2467034.0,2481681.3,1018370.1,22780.3,####,158374.7,21049.2,3830.0,20865.4,20983.8,6874.2,3254.8,####,3856.9,1559688.8,90278.9,1558256.9,1554788.9,194607.7,5934.3,####,86933.1
